"Year","Month","Observed","Annual_Recon"
1555,1,NA,6.430875651
1556,1,NA,7.512670002
1557,1,NA,7.364147337
1558,1,NA,4.946753364
1559,1,NA,5.168645376
1560,1,NA,6.243360477
1561,1,NA,7.170062619
1562,1,NA,7.913440503
1563,1,NA,7.705197285
1564,1,NA,8.462846937
1565,1,NA,7.382978142
1566,1,NA,5.347410597
1567,1,NA,5.705762232
1568,1,NA,5.011032954
1569,1,NA,5.689706493
1570,1,NA,5.375840865
1571,1,NA,5.322859758
1572,1,NA,5.616648633
1573,1,NA,4.761588501
1574,1,NA,4.036644984
1575,1,NA,4.370983803
1576,1,NA,4.835071116
1577,1,NA,8.414056746
1578,1,NA,7.286218953
1579,1,NA,3.204011916
1580,1,NA,0.787807257
1581,1,NA,5.704006578
1582,1,NA,6.577387809
1583,1,NA,5.308474722
1584,1,NA,1.951239519
1585,1,NA,2.153989239
1586,1,NA,5.878495932
1587,1,NA,6.670125984
1588,1,NA,6.403832916
1589,1,NA,6.969351723
1590,1,NA,3.833300607
1591,1,NA,3.971261031
1592,1,NA,3.2394648
1593,1,NA,5.583715962
1594,1,NA,6.720841731
1595,1,NA,7.179010791
1596,1,NA,7.786268856
1597,1,NA,5.676255918
1598,1,NA,4.382367237
1599,1,NA,5.318045868
1600,1,NA,2.474509362
1601,1,NA,7.214973381
1602,1,NA,8.066890326
1603,1,NA,8.089402341
1604,1,NA,8.253697575
1605,1,NA,8.514497145
1606,1,NA,7.390708683
1607,1,NA,4.4117886
1608,1,NA,6.73463211
1609,1,NA,9.031650516
1610,1,NA,8.360282763
1611,1,NA,7.261668114
1612,1,NA,6.815731998
1613,1,NA,5.870708757
1614,1,NA,7.30210479
1615,1,NA,7.946911197
1616,1,NA,8.777533758
1617,1,NA,10.07858664
1618,1,NA,9.824696418
1619,1,NA,7.258270074
1620,1,NA,7.033574679
1621,1,NA,9.00452283
1622,1,NA,5.751975576
1623,1,NA,6.146572971
1624,1,NA,5.834661216
1625,1,NA,6.267911316
1626,1,NA,4.149997935
1627,1,NA,5.284830027
1628,1,NA,5.398154661
1629,1,NA,4.981866444
1630,1,NA,4.356117378
1631,1,NA,2.565010494
1632,1,NA,1.523143113
1633,1,NA,6.945112371
1634,1,NA,4.442455911
1635,1,NA,3.272510739
1636,1,NA,4.798174065
1637,1,NA,3.301620615
1638,1,NA,3.895229886
1639,1,NA,4.443701859
1640,1,NA,8.8122504
1641,1,NA,7.884387261
1642,1,NA,8.716907061
1643,1,NA,7.461444549
1644,1,NA,6.432008331
1645,1,NA,4.241376894
1646,1,NA,5.025021552
1647,1,NA,7.382949825
1648,1,NA,5.813989806
1649,1,NA,7.333423392
1650,1,NA,6.092997207
1651,1,NA,5.859268689
1652,1,NA,3.967438236
1653,1,NA,3.922131036
1654,1,NA,7.176830382
1655,1,NA,6.970937475
1656,1,NA,7.38479043
1657,1,NA,6.628698213
1658,1,NA,6.899748537
1659,1,NA,5.84915952
1660,1,NA,4.880095146
1661,1,NA,3.559673436
1662,1,NA,6.077054736
1663,1,NA,4.94754624
1664,1,NA,5.138232918
1665,1,NA,4.889949462
1666,1,NA,5.816283483
1667,1,NA,3.982021491
1668,1,NA,5.128406919
1669,1,NA,6.114065055
1670,1,NA,5.239862631
1671,1,NA,4.922712231
1672,1,NA,6.140286597
1673,1,NA,7.133873493
1674,1,NA,7.980976548
1675,1,NA,7.194471873
1676,1,NA,8.312710203
1677,1,NA,6.22435977
1678,1,NA,6.558358785
1679,1,NA,7.583604087
1680,1,NA,8.542559292
1681,1,NA,6.374836308
1682,1,NA,6.161665932
1683,1,NA,6.993109686
1684,1,NA,5.973414516
1685,1,NA,3.172013706
1686,1,NA,4.370105976
1687,1,NA,8.900004783
1688,1,NA,8.140401258
1689,1,NA,6.050436756
1690,1,NA,5.686450038
1691,1,NA,6.959157603
1692,1,NA,8.050324881
1693,1,NA,7.932271308
1694,1,NA,5.715021891
1695,1,NA,6.6233463
1696,1,NA,6.98721975
1697,1,NA,6.397178421
1698,1,NA,7.366469331
1699,1,NA,6.977535336
1700,1,NA,6.552610434
1701,1,NA,7.391728095
1702,1,NA,8.026028895
1703,1,NA,5.140639863
1704,1,NA,4.758983337
1705,1,NA,6.020618955
1706,1,NA,3.52206846
1707,1,NA,3.447623067
1708,1,NA,2.867549322
1709,1,NA,4.713619503
1710,1,NA,4.510218492
1711,1,NA,5.891181948
1712,1,NA,5.595609102
1713,1,NA,5.309380866
1714,1,NA,5.519917761
1715,1,NA,5.141092935
1716,1,NA,5.366524572
1717,1,NA,4.6411563
1718,1,NA,5.436750732
1719,1,NA,6.423909669
1720,1,NA,7.849982106
1721,1,NA,4.489547082
1722,1,NA,5.164341192
1723,1,NA,7.30635234
1724,1,NA,6.284844882
1725,1,NA,7.35307539
1726,1,NA,8.390015613
1727,1,NA,7.366356063
1728,1,NA,5.971319058
1729,1,NA,2.586050025
1730,1,NA,5.604274104
1731,1,NA,6.952418157
1732,1,NA,6.759466119
1733,1,NA,7.650064086
1734,1,NA,7.795783368
1735,1,NA,2.182334556
1736,1,NA,3.553670232
1737,1,NA,5.640434913
1738,1,NA,7.757923539
1739,1,NA,6.937353513
1740,1,NA,6.330803373
1741,1,NA,7.491885324
1742,1,NA,6.491077593
1743,1,NA,5.724904524
1744,1,NA,4.137311919
1745,1,NA,6.430252677
1746,1,NA,9.101055483
1747,1,NA,8.129640798
1748,1,NA,6.227078202
1749,1,NA,7.400138244
1750,1,NA,4.684452993
1751,1,NA,4.15382073
1752,1,NA,5.250792993
1753,1,NA,6.489576792
1754,1,NA,6.521546685
1755,1,NA,5.324672046
1756,1,NA,2.150761101
1757,1,NA,3.706157277
1758,1,NA,5.549169222
1759,1,NA,5.028787713
1760,1,NA,6.795202173
1761,1,NA,7.668356868
1762,1,NA,7.242469188
1763,1,NA,4.781268816
1764,1,NA,7.015876554
1765,1,NA,5.12679285
1766,1,NA,6.847475355
1767,1,NA,7.874731164
1768,1,NA,8.874915921
1769,1,NA,7.971631938
1770,1,NA,5.918366268
1771,1,NA,7.175103045
1772,1,NA,4.562038602
1773,1,NA,4.285579731
1774,1,NA,4.827114039
1775,1,NA,8.030191494
1776,1,NA,5.969676672
1777,1,NA,4.350453978
1778,1,NA,4.601172696
1779,1,NA,4.79236908
1780,1,NA,3.767038827
1781,1,NA,3.835509333
1782,1,NA,2.27781948
1783,1,NA,4.567305564
1784,1,NA,7.34486346
1785,1,NA,5.954187273
1786,1,NA,4.902862014
1787,1,NA,6.311547813
1788,1,NA,4.018125666
1789,1,NA,6.03463587
1790,1,NA,8.588177979
1791,1,NA,8.614626057
1792,1,NA,9.726804549
1793,1,NA,4.918861119
1794,1,NA,3.462914247
1795,1,NA,2.88068841
1796,1,NA,4.462051275
1797,1,NA,7.045949208
1798,1,NA,4.155831237
1799,1,NA,6.771755697
1800,1,NA,3.827127501
1801,1,NA,6.517355769
1802,1,NA,6.807491751
1803,1,NA,5.604642225
1804,1,NA,4.683688434
1805,1,NA,5.967014874
1806,1,NA,5.930769114
1807,1,NA,5.999182986
1808,1,NA,5.085704883
1809,1,NA,7.124302347
1810,1,NA,8.961962379
1811,1,NA,8.662764957
1812,1,NA,5.613193959
1813,1,NA,3.242636304
1814,1,NA,4.759181556
1815,1,NA,5.896250691
1816,1,NA,7.45473342
1817,1,NA,6.566797251
1818,1,NA,4.637446773
1819,1,NA,7.482710616
1820,1,NA,7.30125528
1821,1,NA,7.610165433
1822,1,NA,4.111458498
1823,1,NA,4.471310934
1824,1,NA,3.177393936
1825,1,NA,5.586207858
1826,1,NA,6.860161371
1827,1,NA,6.263748717
1828,1,NA,7.32475839
1829,1,NA,5.881497534
1830,1,NA,5.932043379
1831,1,NA,5.462745738
1832,1,NA,8.877974157
1833,1,NA,6.314691
1834,1,NA,4.886296569
1835,1,NA,6.487849455
1836,1,NA,6.434358642
1837,1,NA,8.336326581
1838,1,NA,8.09611347
1839,1,NA,7.031535855
1840,1,NA,7.590145314
1841,1,NA,6.476834142
1842,1,NA,5.033035263
1843,1,NA,8.311747425
1844,1,NA,6.693374241
1845,1,NA,3.563637816
1846,1,NA,4.416234369
1847,1,NA,5.733003186
1848,1,NA,7.792158792
1849,1,NA,10.34057552
1850,1,NA,7.388726493
1851,1,NA,5.60365113
1852,1,NA,7.141972155
1853,1,NA,9.512954565
1854,1,NA,7.790488089
1855,1,NA,5.749965069
1856,1,NA,5.60563332
1857,1,NA,5.939604018
1858,1,NA,7.231397241
1859,1,NA,6.104748762
1860,1,NA,6.865513284
1861,1,NA,4.971162618
1862,1,NA,7.211405439
1863,1,NA,5.405885202
1864,1,NA,5.12735919
1865,1,NA,6.048284664
1866,1,NA,8.226343353
1867,1,NA,8.143431177
1868,1,NA,8.186331432
1869,1,NA,7.517483892
1870,1,NA,4.962979005
1871,1,NA,2.911157502
1872,1,NA,5.765709321
1873,1,NA,5.573238672
1874,1,NA,5.611664841
1875,1,NA,5.532632094
1876,1,NA,5.694038994
1877,1,NA,5.75854512
1878,1,NA,4.526274231
1879,1,NA,4.019739735
1880,1,NA,6.042366411
1881,1,NA,4.881199509
1882,1,NA,3.508901055
1883,1,NA,5.014204458
1884,1,NA,6.752641722
1885,1,NA,7.898828931
1886,1,NA,5.565196644
1887,1,NA,4.993504731
1888,1,NA,4.254317763
1889,1,NA,3.112916127
1890,1,NA,6.189643128
1891,1,NA,7.190394225
1892,1,NA,5.413898913
1893,1,NA,2.83000098
1894,1,NA,4.36393287
1895,1,NA,6.580955751
1896,1,NA,5.660341764
1897,1,NA,6.858773838
1898,1,NA,7.879884858
1899,1,NA,5.170627566
1900,1,NA,4.175511552
1901,1,NA,3.905792127
1902,1,NA,4.850560515
1903,1,NA,6.931944966
1904,1,NA,6.840197886
1905,1,4.65699634856048,6.846710796
1906,1,7.30551367953113,8.203066779
1907,1,11.7407076598546,9.042071172
1908,1,6.16448466095843,7.24745298
1909,1,10.8248710187078,7.767381417
1910,1,7.16842910986521,7.072284018
1911,1,7.2165289588708,6.481336545
1912,1,7.89552598786938,6.498298428
1913,1,6.57858531633376,7.177651575
1914,1,9.43602666887224,7.761887919
1915,1,5.49889886696154,6.291272841
1916,1,7.81452123819226,6.854951043
1917,1,9.21593106947086,7.460623356
1918,1,5.86181998574887,5.292277398
1919,1,4.74039528030404,6.223283724
1920,1,7.70156332555751,8.345926044
1921,1,10.5664507009052,8.243503455
1922,1,9.09459532133418,7.839872937
1923,1,7.91110629459183,7.255834812
1924,1,4.31243910434833,5.02994871
1925,1,5.45436771643055,4.911498699
1926,1,5.19858513228309,6.048397932
1927,1,6.5022462011378,5.888775003
1928,1,6.56873472501089,6.285014784
1929,1,7.05570478630856,6.263946936
1930,1,5.23310841100484,5.710491171
1931,1,3.05736604751816,3.70612896
1932,1,7.12857270845272,4.566767541
1933,1,5.37670973440701,4.899067536
1934,1,2.19226698903215,1.371590529
1935,1,5.58935761525269,4.417678536
1936,1,6.98714321235934,4.637843211
1937,1,5.02581357787108,7.810621476
1938,1,6.06608918321938,6.25890651
1939,1,4.27343884294172,4.850503881
1940,1,3.48281739394938,6.013652973
1941,1,4.74233479034459,7.757895222
1942,1,5.7759384811534,7.073954721
1943,1,5.98400911830339,5.903783013
1944,1,6.2876552067903,6.102993108
1945,1,5.19028402930955,5.547640104
1946,1,5.72008059198562,5.179887225
1947,1,6.1327307482126,7.280923674
1948,1,5.57215193552577,5.716749228
1949,1,6.17865834597278,7.114164861
1950,1,7.80226099111627,6.833118636
1951,1,6.79829301372704,6.897398226
1952,1,8.476176079872,6.435236469
1953,1,5.42193910855259,4.809529182
1954,1,3.96513432689622,4.885050621
1955,1,4.47196709069221,5.057529468
1956,1,6.56594946141167,5.142253932
1957,1,6.70286911973208,6.844275534
1958,1,4.98741127906823,5.750021703
1959,1,4.27010288567198,3.565535055
1960,1,4.39321174872551,4.37639235
1961,1,2.61888161755108,3.642528978
1962,1,6.58277465802135,7.017915378
1963,1,4.75529071741545,6.079150194
1964,1,5.98437094820931,6.506142237
1965,1,8.12452997945372,8.746951398
1966,1,5.23504792104539,8.391997803
1967,1,7.42987506333107,7.504316487
1968,1,6.86273477159449,6.32658414
1969,1,7.17145474552846,7.350187056
1970,1,5.74707857175005,6.076431762
1971,1,7.1114075146731,5.717372202
1972,1,6.65391737008682,6.290564916
1973,1,6.02210109549975,6.268222803
1974,1,6.88991546804252,4.756179954
1975,1,7.65726322048491,6.920278362
1976,1,5.3114203152661,5.076813345
1977,1,2.28955281266604,2.0784678
1978,1,6.33529317684743,5.925360567
1979,1,4.63054143160741,6.512570196
1980,1,6.01965095379935,6.733244577
1981,1,4.81308811662378,6.366001404
1982,1,8.00218568609596,7.765314276
1983,1,9.44572421907498,8.650616964
1984,1,9.18835250850413,7.277553951
1985,1,6.97587455303961,7.261384944
1986,1,10.6225413312779,7.583405868
1987,1,4.24481167474323,5.551661118
1988,1,3.60467267641495,5.52209817
1989,1,4.5395396205049,4.915293177
1990,1,4.43247866626665,5.429614848
1991,1,4.90277106089872,5.597251488
1992,1,2.90185782821351,4.328593254
1993,1,7.87417802341979,5.629872672
1994,1,4.30819486286834,5.290125306
1995,1,8.33911737033995,7.612006038
1996,1,6.93344951964118,6.745420887
1997,1,7.81265676493361,7.456545708
1998,1,7.57712266560947,7.897922787
1999,1,7.19946127051397,6.658006308
2000,1,4.25688856923069,4.753603107
2001,1,3.92277542761065,4.434357249
2002,1,3.51214236182584,3.050278923
2003,1,4.55187490436278,5.550358536
2004,1,3.64134531380459,5.279874552
2005,1,6.87005488522731,NA
2006,1,6.16190097922244,NA
2007,1,4.29423039057639,NA
2008,1,6.22676624977417,NA
2009,1,6.67750032840171,NA
2010,1,5.345522412955,NA
2011,1,10.3784733877753,NA
2012,1,3.70641216621954,NA
2013,1,3.50772027893339,NA
2014,1,5.0095992739321,NA
2015,1,4.47064822386464,NA
2016,1,5.08349291073049,NA
2017,1,NA,NA
