"Year","Month","Observed","Annual_Recon"
1652,1,NA,19.371
1653,1,NA,20.634
1654,1,NA,13.524
1655,1,NA,37.828
1656,1,NA,26.627
1657,1,NA,23.803
1658,1,NA,20.021
1659,1,NA,25.669
1660,1,NA,29.237
1661,1,NA,29.936
1662,1,NA,27.759
1663,1,NA,22.885
1664,1,NA,15.185
1665,1,NA,26.033
1666,1,NA,21.366
1667,1,NA,23.939
1668,1,NA,12.9
1669,1,NA,28.586
1670,1,NA,18.339
1671,1,NA,28.651
1672,1,NA,30.603
1673,1,NA,32.885
1674,1,NA,31.354
1675,1,NA,15.97
1676,1,NA,27.007
1677,1,NA,29.367
1678,1,NA,35.379
1679,1,NA,19.629
1680,1,NA,36.257
1681,1,NA,25.766
1682,1,NA,16.408
1683,1,NA,31.33
1684,1,NA,12.828
1685,1,NA,5.463
1686,1,NA,25.997
1687,1,NA,23.967
1688,1,NA,29.383
1689,1,NA,36.772
1690,1,NA,26.648
1691,1,NA,29.024
1692,1,NA,27.59
1693,1,NA,32.269
1694,1,NA,14.25
1695,1,NA,23.213
1696,1,NA,19.857
1697,1,NA,29.617
1698,1,NA,34.067
1699,1,NA,33.156
1700,1,NA,16.155
1701,1,NA,33.282
1702,1,NA,25.61
1703,1,NA,22.386
1704,1,NA,17.082
1705,1,NA,30.277
1706,1,NA,21.877
1707,1,NA,18.607
1708,1,NA,23.151
1709,1,NA,25.464
1710,1,NA,34.595
1711,1,NA,27.502
1712,1,NA,27.287
1713,1,NA,23.224
1714,1,NA,13.481
1715,1,NA,25.921
1716,1,NA,23.192
1717,1,NA,24.585
1718,1,NA,27.405
1719,1,NA,24.928
1720,1,NA,44.517
1721,1,NA,21.599
1722,1,NA,15.096
1723,1,NA,19.595
1724,1,NA,30.045
1725,1,NA,36.449
1726,1,NA,37.911
1727,1,NA,28.516
1728,1,NA,19.623
1729,1,NA,9.936
1730,1,NA,24.286
1731,1,NA,22.135
1732,1,NA,23.353
1733,1,NA,23.119
1734,1,NA,34.47
1735,1,NA,8.128
1736,1,NA,29.767
1737,1,NA,17.022
1738,1,NA,31.641
1739,1,NA,34.703
1740,1,NA,17.89
1741,1,NA,26.701
1742,1,NA,23.749
1743,1,NA,39.904
1744,1,NA,26.852
1745,1,NA,28.953
1746,1,NA,35.245
1747,1,NA,36.549
1748,1,NA,3.734
1749,1,NA,32.535
1750,1,NA,15.367
1751,1,NA,28.268
1752,1,NA,19.967
1753,1,NA,33.077
1754,1,NA,29.946
1755,1,NA,21.915
1756,1,NA,17.082
1757,1,NA,19.557
1758,1,NA,26.075
1759,1,NA,24.23
1760,1,NA,29.667
1761,1,NA,32.195
1762,1,NA,29.424
1763,1,NA,14.382
1764,1,NA,27.026
1765,1,NA,17.187
1766,1,NA,32.89
1767,1,NA,19.431
1768,1,NA,38.965
1769,1,NA,23.511
1770,1,NA,29.155
1771,1,NA,33.115
1772,1,NA,17.098
1773,1,NA,9.488
1774,1,NA,24.13
1775,1,NA,25.531
1776,1,NA,21.028
1777,1,NA,15.96
1778,1,NA,15.462
1779,1,NA,27.119
1780,1,NA,10.92
1781,1,NA,25.668
1782,1,NA,21.421
1783,1,NA,30.098
1784,1,NA,33.836
1785,1,NA,25.399
1786,1,NA,15.117
1787,1,NA,34.609
1788,1,NA,20.279
1789,1,NA,19.801
1790,1,NA,35.862
1791,1,NA,31.128
1792,1,NA,27.464
1793,1,NA,28.468
1794,1,NA,18.396
1795,1,NA,21.259
1796,1,NA,25.577
1797,1,NA,29.337
1798,1,NA,13.796
1799,1,NA,29.296
1800,1,NA,27.09
1801,1,NA,19.512
1802,1,NA,29.867
1803,1,NA,22.071
1804,1,NA,24.602
1805,1,NA,16.486
1806,1,NA,21.144
1807,1,NA,29.902
1808,1,NA,25.875
1809,1,NA,20.408
1810,1,NA,24.855
1811,1,NA,29.339
1812,1,NA,26.305
1813,1,NA,18.03
1814,1,NA,29.301
1815,1,NA,27.571
1816,1,NA,33.262
1817,1,NA,32.134
1818,1,NA,14.393
1819,1,NA,22.059
1820,1,NA,14.907
1821,1,NA,28.485
1822,1,NA,13.07
1823,1,NA,30.081
1824,1,NA,16.739
1825,1,NA,22.64
1826,1,NA,29.828
1827,1,NA,26.051
1828,1,NA,40.346
1829,1,NA,19.918
1830,1,NA,22.83
1831,1,NA,33.976
1832,1,NA,28.481
1833,1,NA,26.917
1834,1,NA,17.944
1835,1,NA,32.448
1836,1,NA,33.153
1837,1,NA,36.574
1838,1,NA,34.23
1839,1,NA,30.115
1840,1,NA,26.527
1841,1,NA,31.29
1842,1,NA,16.121
1843,1,NA,23.177
1844,1,NA,26.215
1845,1,NA,13.276
1846,1,NA,17.166
1847,1,NA,12.191
1848,1,NA,26.194
1849,1,NA,45.579
1850,1,NA,36.097
1851,1,NA,8.876
1852,1,NA,33.436
1853,1,NA,33.279
1854,1,NA,27.736
1855,1,NA,23.948
1856,1,NA,29.042
1857,1,NA,23.435
1858,1,NA,28.963
1859,1,NA,21.349
1860,1,NA,32.411
1861,1,NA,5.913
1862,1,NA,39.319
1863,1,NA,26.489
1864,1,NA,16.79
1865,1,NA,29.507
1866,1,NA,36.2
1867,1,NA,39.139
1868,1,NA,32.957
1869,1,NA,26.996
1870,1,NA,16.099
1871,1,NA,13.955
1872,1,NA,29.835
1873,1,NA,20.93
1874,1,NA,19.379
1875,1,NA,20.44
1876,1,NA,23.702
1877,1,NA,24.149
1878,1,NA,19.054
1879,1,NA,10.679
1880,1,NA,18.117
1881,1,NA,16.576
1882,1,NA,17.185
1883,1,NA,15.585
1884,1,NA,35.554
1885,1,NA,33.21
1886,1,NA,26.108
1887,1,NA,16.178
1888,1,NA,24.523
1889,1,NA,20.799
1890,1,31.426,27.449
1891,1,32.599,30.536
1892,1,22.866,23.665
1893,1,15.322,15.187
1894,1,16.143,20.13
1895,1,24.938,31.345
1896,1,19.231,13.098
1897,1,28.495,27.269
1898,1,35.648,27.601
1899,1,14.384,10.454
1900,1,20.482,24.919
1901,1,18.84,18.742
1902,1,9.967,7.075
1903,1,30.371,35.089
1904,1,13.251,17.475
1905,1,36.273,32.202
1906,1,35.179,29.121
1907,1,44.56,32.66
1908,1,23.179,20.846
1909,1,33.498,29.254
1910,1,27.009,29.192
1911,1,36.039,32.071
1912,1,37.915,29.237
1913,1,21.17,19.741
1914,1,31.309,39.628
1915,1,26.853,26.818
1916,1,32.247,28.595
1917,1,39.478,34.23
1918,1,20.599,25.539
1919,1,29.863,28.242
1920,1,38.931,34.954
1921,1,39.869,37.433
1922,1,38.462,27.233
1923,1,30.527,23.14
1924,1,32.599,30.946
1925,1,25.524,19.335
1926,1,27.791,30.823
1927,1,35.101,24.26
1928,1,28.925,27.084
1929,1,33.498,28.117
1930,1,23.374,27.84
1931,1,13.993,18.36
1932,1,34.827,33.447
1933,1,19.544,20.585
1934,1,13.219,15.19
1935,1,26.54,29.954
1936,1,18.586,21.149
1937,1,22.389,27.407
1938,1,30.953,32.361
1939,1,21.955,23.136
1940,1,11.707,16.363
1941,1,37.067,38.596
1942,1,36.179,32.482
1943,1,19.727,20.253
1944,1,33.213,30.137
1945,1,21.299,23.358
1946,1,16.307,17.243
1947,1,24.301,31.391
1948,1,36.5,28.348
1949,1,35.671,35.446
1950,1,19.094,16.139
1951,1,12.133,16.037
1952,1,31.669,32.247
1953,1,16.249,17.298
1954,1,14.494,20.389
1955,1,14.963,25.607
1956,1,13.317,11.464
1957,1,31.317,36.371
1958,1,29.343,25.675
1959,1,13.583,11.478
1960,1,24.398,27.13
1961,1,18.696,19.747
1962,1,30.152,28.896
1963,1,13.344,20.78
1964,1,14.548,17.996
1965,1,34.401,35.855
1966,1,24.395,25.292
1967,1,15.686,23.611
1968,1,25.763,25.497
1969,1,24.543,29.235
1970,1,26.187,28.213
1971,1,19.444,21.589
1972,1,18.356,18.155
1973,1,33.095,30.974
1974,1,13.698,18.341
1975,1,30.745,28.839
1976,1,23.546,22.95
1977,1,8.813,9.277
1978,1,15.452,29.571
1979,1,37.398,34.144
1980,1,29.327,26.702
1981,1,14.902,15.579
1982,1,26.421,25.977
1983,1,27.662,38.094
1984,1,29.208,27.569
1985,1,38.29,34.518
1986,1,40.131,35.949
1987,1,41.942,32.934
1988,1,17.261,20.047
1989,1,19.391,23.045
1990,1,19.235,19.126
1991,1,24.997,30.493
1992,1,19.131,25.395
1993,1,25.476,29.945
1994,1,20.42,19.781
1995,1,32.939,34.246
1996,1,15.616,14.511
1997,1,34.091,34.792
1998,1,24.932,25.671
1999,1,35.639,32.231
2000,1,16.477,20.472
2001,1,28.563,22.456
2002,1,6.412,2.888
2003,NA,NA,NA
2004,NA,NA,NA
2005,NA,NA,NA
2006,NA,NA,NA
2007,NA,NA,NA
2008,NA,NA,NA
2009,NA,NA,NA
2010,NA,NA,NA
2011,NA,NA,NA
2012,NA,NA,NA
2013,NA,NA,NA
2014,NA,NA,NA
2015,NA,NA,NA
2016,NA,NA,NA
2017,NA,NA,NA
