"Year","Month","Observed","Annual_Recon"
945,1,NA,5.169
946,1,NA,5.287
947,1,NA,4.474
948,1,NA,3.719
949,1,NA,4.151
950,1,NA,5.13
951,1,NA,5.051
952,1,NA,5.736
953,1,NA,6.435
954,1,NA,6.208
955,1,NA,4.688
956,1,NA,5.125
957,1,NA,2.435
958,1,NA,4.794
959,1,NA,3.617
960,1,NA,2.46
961,1,NA,3.128
962,1,NA,3.088
963,1,NA,3.78
964,1,NA,3.983
965,1,NA,3.982
966,1,NA,2.669
967,1,NA,4.029
968,1,NA,3.831
969,1,NA,3.73
970,1,NA,5.106
971,1,NA,4.113
972,1,NA,5.973
973,1,NA,6.59
974,1,NA,6.311
975,1,NA,4.68
976,1,NA,6.266
977,1,NA,3.907
978,1,NA,3.872
979,1,NA,4.148
980,1,NA,3.745
981,1,NA,3.484
982,1,NA,3.637
983,1,NA,3.981
984,1,NA,4.006
985,1,NA,3.714
986,1,NA,4.561
987,1,NA,5.31
988,1,NA,5.082
989,1,NA,4.739
990,1,NA,4.679
991,1,NA,6.418
992,1,NA,4.43
993,1,NA,5.144
994,1,NA,4.622
995,1,NA,4.194
996,1,NA,4.836
997,1,NA,3.316
998,1,NA,2.661
999,1,NA,4.053
1000,1,NA,4.722
1001,1,NA,5.193
1002,1,NA,5.224
1003,1,NA,4.809
1004,1,NA,4.676
1005,1,NA,4.821
1006,1,NA,5.291
1007,1,NA,5.117
1008,1,NA,5.749
1009,1,NA,5.694
1010,1,NA,5.744
1011,1,NA,4.929
1012,1,NA,3.331
1013,1,NA,4.326
1014,1,NA,2.395
1015,1,NA,2.452
1016,1,NA,3.442
1017,1,NA,5.018
1018,1,NA,3.304
1019,1,NA,5.877
1020,1,NA,5.749
1021,1,NA,4.761
1022,1,NA,5.004
1023,1,NA,6.744
1024,1,NA,7.696
1025,1,NA,6.255
1026,1,NA,7.515
1027,1,NA,6.604
1028,1,NA,6.325
1029,1,NA,5.718
1030,1,NA,5.25
1031,1,NA,6.057
1032,1,NA,5.301
1033,1,NA,6.386
1034,1,NA,3.354
1035,1,NA,3.067
1036,1,NA,3.715
1037,1,NA,3.988
1038,1,NA,4.281
1039,1,NA,4.528
1040,1,NA,3.11
1041,1,NA,3.784
1042,1,NA,3.347
1043,1,NA,2.842
1044,1,NA,4.931
1045,1,NA,6.369
1046,1,NA,6.666
1047,1,NA,5.95
1048,1,NA,5.369
1049,1,NA,5.713
1050,1,NA,5.096
1051,1,NA,5.795
1052,1,NA,4.41
1053,1,NA,4.251
1054,1,NA,5.75
1055,1,NA,4.663
1056,1,NA,3.808
1057,1,NA,4.902
1058,1,NA,5.65
1059,1,NA,4.103
1060,1,NA,4.283
1061,1,NA,5.008
1062,1,NA,4.644
1063,1,NA,4.752
1064,1,NA,5.777
1065,1,NA,4.895
1066,1,NA,5.183
1067,1,NA,4.576
1068,1,NA,3.334
1069,1,NA,3.488
1070,1,NA,3.366
1071,1,NA,4.44
1072,1,NA,3.023
1073,1,NA,4.388
1074,1,NA,3.656
1075,1,NA,3.992
1076,1,NA,4.334
1077,1,NA,4.988
1078,1,NA,4.758
1079,1,NA,5.707
1080,1,NA,5.426
1081,1,NA,5.894
1082,1,NA,5.787
1083,1,NA,5.885
1084,1,NA,5.62
1085,1,NA,6.116
1086,1,NA,7.605
1087,1,NA,7.744
1088,1,NA,7.312
1089,1,NA,5.844
1090,1,NA,5.412
1091,1,NA,3.667
1092,1,NA,3.725
1093,1,NA,4.679
1094,1,NA,4.511
1095,1,NA,3.945
1096,1,NA,4.385
1097,1,NA,3.393
1098,1,NA,3.376
1099,1,NA,3.979
1100,1,NA,3.635
1101,1,NA,3.966
1102,1,NA,4.583
1103,1,NA,6.171
1104,1,NA,3.243
1105,1,NA,5.301
1106,1,NA,3.733
1107,1,NA,5.864
1108,1,NA,3.863
1109,1,NA,4.097
1110,1,NA,4.791
1111,1,NA,4.485
1112,1,NA,5.018
1113,1,NA,5.567
1114,1,NA,5.255
1115,1,NA,4.763
1116,1,NA,5.983
1117,1,NA,6.971
1118,1,NA,6.334
1119,1,NA,6.042
1120,1,NA,6.582
1121,1,NA,6.556
1122,1,NA,5.072
1123,1,NA,4.037
1124,1,NA,4.334
1125,1,NA,6.042
1126,1,NA,2.915
1127,1,NA,3.735
1128,1,NA,5.249
1129,1,NA,7.294
1130,1,NA,4.867
1131,1,NA,5.571
1132,1,NA,3.738
1133,1,NA,4.778
1134,1,NA,5.621
1135,1,NA,4.587
1136,1,NA,5.026
1137,1,NA,4.762
1138,1,NA,4.812
1139,1,NA,6.802
1140,1,NA,6.077
1141,1,NA,4.475
1142,1,NA,6.486
1143,1,NA,5.285
1144,1,NA,7.111
1145,1,NA,5.443
1146,1,NA,6.314
1147,1,NA,5.938
1148,1,NA,3.483
1149,1,NA,5.171
1150,1,NA,3.93
1151,1,NA,3.691
1152,1,NA,3.536
1153,1,NA,4.317
1154,1,NA,4.424
1155,1,NA,5.682
1156,1,NA,3.985
1157,1,NA,5.04
1158,1,NA,3.639
1159,1,NA,4.296
1160,1,NA,3.512
1161,1,NA,2.568
1162,1,NA,3.747
1163,1,NA,4.987
1164,1,NA,4.831
1165,1,NA,5.222
1166,1,NA,4.516
1167,1,NA,4.837
1168,1,NA,5.278
1169,1,NA,6.219
1170,1,NA,5.293
1171,1,NA,4.43
1172,1,NA,4.418
1173,1,NA,5.426
1174,1,NA,3.439
1175,1,NA,3.83
1176,1,NA,2.319
1177,1,NA,3.287
1178,1,NA,4.014
1179,1,NA,4.359
1180,1,NA,4.857
1181,1,NA,6.467
1182,1,NA,7.623
1183,1,NA,6.344
1184,1,NA,5.963
1185,1,NA,4.629
1186,1,NA,5.425
1187,1,NA,5.477
1188,1,NA,5.919
1189,1,NA,5.06
1190,1,NA,5.708
1191,1,NA,6.058
1192,1,NA,7.512
1193,1,NA,7.364
1194,1,NA,4.981
1195,1,NA,8.676
1196,1,NA,6.538
1197,1,NA,8.936
1198,1,NA,6.546
1199,1,NA,4.848
1200,1,NA,4.653
1201,1,NA,3.842
1202,1,NA,6.424
1203,1,NA,3.293
1204,1,NA,6.613
1205,1,NA,7.21
1206,1,NA,8.106
1207,1,NA,5.861
1208,1,NA,5.289
1209,1,NA,5.753
1210,1,NA,4.12
1211,1,NA,4.856
1212,1,NA,3.99
1213,1,NA,3.323
1214,1,NA,4.626
1215,1,NA,3.991
1216,1,NA,5.204
1217,1,NA,3.249
1218,1,NA,3.412
1219,1,NA,5.281
1220,1,NA,4.581
1221,1,NA,5.217
1222,1,NA,3.415
1223,1,NA,2.888
1224,1,NA,4.569
1225,1,NA,5.684
1226,1,NA,5.043
1227,1,NA,4.358
1228,1,NA,4.597
1229,1,NA,4.056
1230,1,NA,3.447
1231,1,NA,4.135
1232,1,NA,2.797
1233,1,NA,2.556
1234,1,NA,2.435
1235,1,NA,3.897
1236,1,NA,3.921
1237,1,NA,2.768
1238,1,NA,5.189
1239,1,NA,4.195
1240,1,NA,5.199
1241,1,NA,5.008
1242,1,NA,4.476
1243,1,NA,3.65
1244,1,NA,4.383
1245,1,NA,2.646
1246,1,NA,2.761
1247,1,NA,4.374
1248,1,NA,5.339
1249,1,NA,3.873
1250,1,NA,3.434
1251,1,NA,2.929
1252,1,NA,3.334
1253,1,NA,2.384
1254,1,NA,2.421
1255,1,NA,3.714
1256,1,NA,3.245
1257,1,NA,3.635
1258,1,NA,2.43
1259,1,NA,4.504
1260,1,NA,3.962
1261,1,NA,2.745
1262,1,NA,3.605
1263,1,NA,2.473
1264,1,NA,2.718
1265,1,NA,3.926
1266,1,NA,5.033
1267,1,NA,4.968
1268,1,NA,4.656
1269,1,NA,5.395
1270,1,NA,3.324
1271,1,NA,4.91
1272,1,NA,5.359
1273,1,NA,5.276
1274,1,NA,4.382
1275,1,NA,3.491
1276,1,NA,3.052
1277,1,NA,5.27
1278,1,NA,3.022
1279,1,NA,2.546
1280,1,NA,4.891
1281,1,NA,3.907
1282,1,NA,5.809
1283,1,NA,5.634
1284,1,NA,6.425
1285,1,NA,4.682
1286,1,NA,6.517
1287,1,NA,4.642
1288,1,NA,4.442
1289,1,NA,5.47
1290,1,NA,6.562
1291,1,NA,5.607
1292,1,NA,5.603
1293,1,NA,6.913
1294,1,NA,5.112
1295,1,NA,3.081
1296,1,NA,3.448
1297,1,NA,3.204
1298,1,NA,5.563
1299,1,NA,5.817
1300,1,NA,5.659
1301,1,NA,4.128
1302,1,NA,3.95
1303,1,NA,4.978
1304,1,NA,5.323
1305,1,NA,5.556
1306,1,NA,3.906
1307,1,NA,2.731
1308,1,NA,4.559
1309,1,NA,3.521
1310,1,NA,5.1
1311,1,NA,5.06
1312,1,NA,4.898
1313,1,NA,5.15
1314,1,NA,5.223
1315,1,NA,5.547
1316,1,NA,3.962
1317,1,NA,2.564
1318,1,NA,4.803
1319,1,NA,3.902
1320,1,NA,3.995
1321,1,NA,4.213
1322,1,NA,5.142
1323,1,NA,5.708
1324,1,NA,5.335
1325,1,NA,3.522
1326,1,NA,5.853
1327,1,NA,5.157
1328,1,NA,5.585
1329,1,NA,4.995
1330,1,NA,5.548
1331,1,NA,6.667
1332,1,NA,7.512
1333,1,NA,6.836
1334,1,NA,4.888
1335,1,NA,5.614
1336,1,NA,4.587
1337,1,NA,3.578
1338,1,NA,5.718
1339,1,NA,5.494
1340,1,NA,6.62
1341,1,NA,5.9
1342,1,NA,4.709
1343,1,NA,5.187
1344,1,NA,5.279
1345,1,NA,7.031
1346,1,NA,7.573
1347,1,NA,6.33
1348,1,NA,4.212
1349,1,NA,5.615
1350,1,NA,3.658
1351,1,NA,4.085
1352,1,NA,5.538
1353,1,NA,4.47
1354,1,NA,3.937
1355,1,NA,6.942
1356,1,NA,7.191
1357,1,NA,7.153
1358,1,NA,7.669
1359,1,NA,4.022
1360,1,NA,4.91
1361,1,NA,3.022
1362,1,NA,4.946
1363,1,NA,3.777
1364,1,NA,5.182
1365,1,NA,5.076
1366,1,NA,5.053
1367,1,NA,5.645
1368,1,NA,5.289
1369,1,NA,5.241
1370,1,NA,5.451
1371,1,NA,5.511
1372,1,NA,5.118
1373,1,NA,3.847
1374,1,NA,4.623
1375,1,NA,3.848
1376,1,NA,4.433
1377,1,NA,5.84
1378,1,NA,4.616
1379,1,NA,5.239
1380,1,NA,3.46
1381,1,NA,4.574
1382,1,NA,5.557
1383,1,NA,6.804
1384,1,NA,8.132
1385,1,NA,9.424
1386,1,NA,8.574
1387,1,NA,5.281
1388,1,NA,6.696
1389,1,NA,4.863
1390,1,NA,7.306
1391,1,NA,5.492
1392,1,NA,5.822
1393,1,NA,5.609
1394,1,NA,6.079
1395,1,NA,6.039
1396,1,NA,4.01
1397,1,NA,5.673
1398,1,NA,3.502
1399,1,NA,4.357
1400,1,NA,5.401
1401,1,NA,5.341
1402,1,NA,6.907
1403,1,NA,6.788
1404,1,NA,7.38
1405,1,NA,6.955
1406,1,NA,4.331
1407,1,NA,5.938
1408,1,NA,5.535
1409,1,NA,3.238
1410,1,NA,4.619
1411,1,NA,4.918
1412,1,NA,5.166
1413,1,NA,5.752
1414,1,NA,5.864
1415,1,NA,4.476
1416,1,NA,5.859
1417,1,NA,5.656
1418,1,NA,3.603
1419,1,NA,6.037
1420,1,NA,5.737
1421,1,NA,5.861
1422,1,NA,5.832
1423,1,NA,5.623
1424,1,NA,4.506
1425,1,NA,4.156
1426,1,NA,3.581
1427,1,NA,4.08
1428,1,NA,4.528
1429,1,NA,3.926
1430,1,NA,4.049
1431,1,NA,3.558
1432,1,NA,3.478
1433,1,NA,3.128
1434,1,NA,2.251
1435,1,NA,2.951
1436,1,NA,3.365
1437,1,NA,3.292
1438,1,NA,2.863
1439,1,NA,1.953
1440,1,NA,4.136
1441,1,NA,4.095
1442,1,NA,4.593
1443,1,NA,5.192
1444,1,NA,3.308
1445,1,NA,4.13
1446,1,NA,4.217
1447,1,NA,4.347
1448,1,NA,5.188
1449,1,NA,4.679
1450,1,NA,3.908
1451,1,NA,4.138
1452,1,NA,4.772
1453,1,NA,4.096
1454,1,NA,4.442
1455,1,NA,4.725
1456,1,NA,2.797
1457,1,NA,4.77
1458,1,NA,3.76
1459,1,NA,2.839
1460,1,NA,3.638
1461,1,NA,3.485
1462,1,NA,4.685
1463,1,NA,6.205
1464,1,NA,6.27
1465,1,NA,5.694
1466,1,NA,4.446
1467,1,NA,5.404
1468,1,NA,4.969
1469,1,NA,4.105
1470,1,NA,4.629
1471,1,NA,4.858
1472,1,NA,4.564
1473,1,NA,3.853
1474,1,NA,3.525
1475,1,NA,2.504
1476,1,NA,2.985
1477,1,NA,4.711
1478,1,NA,4.511
1479,1,NA,3.374
1480,1,NA,5.051
1481,1,NA,5.559
1482,1,NA,4.513
1483,1,NA,3.789
1484,1,NA,6.619
1485,1,NA,4.74
1486,1,NA,6.809
1487,1,NA,5.806
1488,1,NA,4.818
1489,1,NA,5.126
1490,1,NA,5.534
1491,1,NA,5.146
1492,1,NA,6.679
1493,1,NA,6.122
1494,1,NA,6.335
1495,1,NA,4.556
1496,1,NA,3.762
1497,1,NA,5.152
1498,1,NA,6.031
1499,1,NA,5.193
1500,1,NA,4.155
1501,1,NA,3.77
1502,1,NA,4.986
1503,1,NA,4.93
1504,1,NA,5.548
1505,1,NA,2.953
1506,1,NA,2.298
1507,1,NA,5.495
1508,1,NA,4.273
1509,1,NA,5.876
1510,1,NA,5.359
1511,1,NA,4.147
1512,1,NA,4.724
1513,1,NA,3.594
1514,1,NA,4.826
1515,1,NA,2.885
1516,1,NA,4.121
1517,1,NA,4.498
1518,1,NA,3.385
1519,1,NA,4.449
1520,1,NA,2.231
1521,1,NA,4.788
1522,1,NA,3.457
1523,1,NA,4.384
1524,1,NA,5.577
1525,1,NA,6.225
1526,1,NA,4.616
1527,1,NA,4.941
1528,1,NA,3.953
1529,1,NA,2.54
1530,1,NA,4.855
1531,1,NA,3.898
1532,1,NA,2.533
1533,1,NA,3.579
1534,1,NA,3.867
1535,1,NA,5.091
1536,1,NA,5.841
1537,1,NA,5.826
1538,1,NA,6.204
1539,1,NA,4.15
1540,1,NA,3.853
1541,1,NA,4.49
1542,1,NA,4.377
1543,1,NA,3.685
1544,1,NA,4.872
1545,1,NA,3.393
1546,1,NA,5.011
1547,1,NA,2.56
1548,1,NA,3.586
1549,1,NA,5.36
1550,1,NA,6.883
1551,1,NA,6.908
1552,1,NA,5.344
1553,1,NA,7.134
1554,1,NA,5.526
1555,1,NA,6.297
1556,1,NA,6.662
1557,1,NA,7.309
1558,1,NA,6.348
1559,1,NA,5.135
1560,1,NA,5.494
1561,1,NA,4.518
1562,1,NA,3.805
1563,1,NA,4.128
1564,1,NA,5.359
1565,1,NA,4.025
1566,1,NA,5.486
1567,1,NA,3.858
1568,1,NA,4.214
1569,1,NA,4.464
1570,1,NA,4.439
1571,1,NA,4.946
1572,1,NA,4.252
1573,1,NA,4.9
1574,1,NA,3.93
1575,1,NA,5.172
1576,1,NA,4.931
1577,1,NA,6.167
1578,1,NA,5.061
1579,1,NA,4.153
1580,1,NA,2.345
1581,1,NA,4.56
1582,1,NA,4.221
1583,1,NA,4.449
1584,1,NA,3.362
1585,1,NA,2.365
1586,1,NA,4.07
1587,1,NA,4.678
1588,1,NA,4.924
1589,1,NA,5.775
1590,1,NA,4.694
1591,1,NA,5.408
1592,1,NA,3.351
1593,1,NA,3.792
1594,1,NA,4.949
1595,1,NA,4.081
1596,1,NA,5.718
1597,1,NA,4.519
1598,1,NA,4.917
1599,1,NA,5.596
1600,1,NA,2.79
1601,1,NA,5.729
1602,1,NA,5.116
1603,1,NA,5.65
1604,1,NA,6.157
1605,1,NA,6.256
1606,1,NA,6.477
1607,1,NA,4.036
1608,1,NA,6.619
1609,1,NA,6.205
1610,1,NA,6.784
1611,1,NA,7.057
1612,1,NA,6.686
1613,1,NA,5.82
1614,1,NA,5.53
1615,1,NA,6.25
1616,1,NA,7.116
1617,1,NA,6.842
1618,1,NA,5.374
1619,1,NA,4.755
1620,1,NA,3.954
1621,1,NA,6.847
1622,1,NA,4.785
1623,1,NA,5.862
1624,1,NA,4.896
1625,1,NA,5.554
1626,1,NA,4.287
1627,1,NA,3.855
1628,1,NA,4.548
1629,1,NA,4.26
1630,1,NA,4.256
1631,1,NA,3.733
1632,1,NA,2.601
1633,1,NA,6.606
1634,1,NA,4.616
1635,1,NA,4.665
1636,1,NA,3.734
1637,1,NA,3.977
1638,1,NA,3.576
1639,1,NA,3.353
1640,1,NA,5.131
1641,1,NA,4.493
1642,1,NA,6.28
1643,1,NA,3.426
1644,1,NA,4.823
1645,1,NA,2.963
1646,1,NA,2.373
1647,1,NA,4.519
1648,1,NA,3.421
1649,1,NA,3.653
1650,1,NA,4.653
1651,1,NA,3.39
1652,1,NA,4.049
1653,1,NA,3.44
1654,1,NA,4.065
1655,1,NA,3.152
1656,1,NA,3.087
1657,1,NA,2.707
1658,1,NA,3.407
1659,1,NA,3.565
1660,1,NA,2.343
1661,1,NA,3.637
1662,1,NA,4.433
1663,1,NA,4.667
1664,1,NA,5.716
1665,1,NA,5.423
1666,1,NA,6.059
1667,1,NA,3.738
1668,1,NA,5.376
1669,1,NA,5.457
1670,1,NA,4.341
1671,1,NA,5.058
1672,1,NA,6.568
1673,1,NA,6.007
1674,1,NA,5.684
1675,1,NA,5.69
1676,1,NA,6.62
1677,1,NA,6.033
1678,1,NA,5.129
1679,1,NA,5.098
1680,1,NA,5.908
1681,1,NA,5.989
1682,1,NA,6.209
1683,1,NA,5.25
1684,1,NA,4.854
1685,1,NA,3.164
1686,1,NA,3.214
1687,1,NA,5.243
1688,1,NA,4.836
1689,1,NA,4.221
1690,1,NA,4.608
1691,1,NA,5.654
1692,1,NA,5.575
1693,1,NA,4.39
1694,1,NA,4.457
1695,1,NA,3.205
1696,1,NA,4.425
1697,1,NA,3.752
1698,1,NA,4.092
1699,1,NA,5.112
1700,1,NA,5.834
1701,1,NA,6.215
1702,1,NA,6.258
1703,1,NA,5.821
1704,1,NA,5.051
1705,1,NA,4.65
1706,1,NA,2.844
1707,1,NA,3.929
1708,1,NA,3.689
1709,1,NA,4.236
1710,1,NA,3.906
1711,1,NA,3.784
1712,1,NA,3.494
1713,1,NA,3.858
1714,1,NA,3.558
1715,1,NA,3.542
1716,1,NA,5.149
1717,1,NA,4.231
1718,1,NA,4.164
1719,1,NA,4.429
1720,1,NA,5.314
1721,1,NA,2.653
1722,1,NA,4.951
1723,1,NA,4.691
1724,1,NA,5.11
1725,1,NA,6.075
1726,1,NA,6.982
1727,1,NA,6.715
1728,1,NA,5.365
1729,1,NA,3.532
1730,1,NA,5.825
1731,1,NA,4.089
1732,1,NA,4.582
1733,1,NA,5.53
1734,1,NA,5.164
1735,1,NA,2.814
1736,1,NA,2.982
1737,1,NA,3.517
1738,1,NA,3.423
1739,1,NA,3.878
1740,1,NA,3.303
1741,1,NA,5.325
1742,1,NA,5.963
1743,1,NA,5.355
1744,1,NA,4.259
1745,1,NA,4.692
1746,1,NA,6.691
1747,1,NA,7.436
1748,1,NA,6.424
1749,1,NA,5.834
1750,1,NA,5.42
1751,1,NA,3.381
1752,1,NA,5.782
1753,1,NA,5.649
1754,1,NA,5.171
1755,1,NA,3.554
1756,1,NA,1.948
1757,1,NA,4.865
1758,1,NA,4.389
1759,1,NA,3.461
1760,1,NA,4.753
1761,1,NA,5.827
1762,1,NA,5.284
1763,1,NA,4.222
1764,1,NA,4.988
1765,1,NA,3.524
1766,1,NA,6.002
1767,1,NA,4.7
1768,1,NA,6.533
1769,1,NA,5.999
1770,1,NA,3.382
1771,1,NA,5.367
1772,1,NA,3.907
1773,1,NA,4.876
1774,1,NA,4.551
1775,1,NA,5.289
1776,1,NA,5.35
1777,1,NA,3.104
1778,1,NA,3.01
1779,1,NA,4.073
1780,1,NA,4.455
1781,1,NA,5.358
1782,1,NA,3.286
1783,1,NA,3.376
1784,1,NA,5.036
1785,1,NA,4.757
1786,1,NA,3.498
1787,1,NA,5.105
1788,1,NA,3.544
1789,1,NA,5.954
1790,1,NA,5.676
1791,1,NA,5.372
1792,1,NA,5.464
1793,1,NA,3.769
1794,1,NA,3.207
1795,1,NA,3.088
1796,1,NA,3.717
1797,1,NA,4.307
1798,1,NA,2.938
1799,1,NA,5.348
1800,1,NA,2.816
1801,1,NA,4.869
1802,1,NA,5.434
1803,1,NA,5.03
1804,1,NA,3.517
1805,1,NA,5.3
1806,1,NA,3.244
1807,1,NA,5.254
1808,1,NA,4.521
1809,1,NA,4.635
1810,1,NA,6.233
1811,1,NA,7.803
1812,1,NA,6.007
1813,1,NA,6.423
1814,1,NA,3.088
1815,1,NA,6.311
1816,1,NA,6.235
1817,1,NA,4.466
1818,1,NA,3.939
1819,1,NA,6.724
1820,1,NA,7.185
1821,1,NA,6.106
1822,1,NA,4.287
1823,1,NA,4.47
1824,1,NA,2.678
1825,1,NA,3.563
1826,1,NA,6.398
1827,1,NA,7.166
1828,1,NA,7.419
1829,1,NA,4.923
1830,1,NA,4.918
1831,1,NA,5.73
1832,1,NA,7.519
1833,1,NA,5.223
1834,1,NA,3.264
1835,1,NA,5.71
1836,1,NA,3.423
1837,1,NA,4.015
1838,1,NA,5.85
1839,1,NA,4.549
1840,1,NA,5.345
1841,1,NA,4.983
1842,1,NA,3.224
1843,1,NA,5.598
1844,1,NA,3.659
1845,1,NA,2.538
1846,1,NA,3.025
1847,1,NA,3.998
1848,1,NA,3.892
1849,1,NA,4.627
1850,1,NA,5.581
1851,1,NA,4.337
1852,1,NA,3.908
1853,1,NA,6.011
1854,1,NA,6.143
1855,1,NA,3.818
1856,1,NA,3.467
1857,1,NA,4.819
1858,1,NA,3.478
1859,1,NA,4.761
1860,1,NA,4.026
1861,1,NA,4.357
1862,1,NA,5.207
1863,1,NA,4.512
1864,1,NA,4.413
1865,1,NA,4.756
1866,1,NA,6.349
1867,1,NA,6.368
1868,1,NA,8.012
1869,1,NA,7.798
1870,1,NA,7.336
1871,1,NA,4.964
1872,1,NA,6.018
1873,1,NA,5.897
1874,1,NA,4.487
1875,1,NA,5.442
1876,1,NA,6.274
1877,1,NA,5.829
1878,1,NA,3.892
1879,1,NA,3.238
1880,1,NA,4.863
1881,1,NA,3.987
1882,1,NA,3.803
1883,1,NA,4.464
1884,1,NA,5.458
1885,1,NA,6.33
1886,1,NA,4.907
1887,1,NA,4.139
1888,1,NA,2.641
1889,1,NA,2.273
1890,1,NA,3.949
1891,1,NA,3.109
1892,1,NA,3.184
1893,1,NA,3.652
1894,1,NA,4.299
1895,1,NA,4.381
1896,1,NA,4.232
1897,1,NA,4.443
1898,1,NA,5.055
1899,1,NA,4.856
1900,1,NA,3.752
1901,1,NA,4.53
1902,1,NA,3.426
1903,1,NA,3.393
1904,1,NA,4.968
1905,1,NA,3.235
1906,1,NA,5.568
1907,1,NA,6.525
1908,1,NA,5.938
1909,1,NA,5.389
1910,1,NA,4.26
1911,1,NA,3.799
1912,1,NA,4.175
1913,1,NA,3.995
1914,1,NA,5.348
1915,1,NA,3.879
1916,1,NA,4.991
1917,1,NA,3.722
1918,1,NA,3.148
1919,1,NA,2.869
1920,1,NA,4.117
1921,1,NA,5.355
1922,1,NA,4.955
1923,1,NA,5.675
1924,1,NA,4.267
1925,1,NA,4.256
1926,1,NA,3.271
1927,1,NA,4.226
1928,1,NA,4.489
1929,1,NA,4.639
1930,1,NA,3.644
1931,1,NA,2.335
1932,1,NA,4.483
1933,1,NA,2.833
1934,1,NA,1.949
1935,1,NA,3.348
1936,1,NA,3.959
1937,1,NA,4.442
1938,1,NA,4.197
1939,1,NA,4.034
1940,1,NA,3.2
1941,1,NA,4.472
1942,1,2.88431705884383,4.078
1943,1,5.30712011415215,5.638
1944,1,5.77238144093587,5.639
1945,1,4.84970606618933,4.454
1946,1,4.93318257833451,5.17
1947,1,6.46027520386034,6.526
1948,1,4.62121652169443,4.733
1949,1,5.0757753565156,5.33
1950,1,6.47090371888254,6.452
1951,1,5.71418448146236,6.256
1952,1,7.65073226487187,5.566
1953,1,5.20254173276581,4.841
1954,1,3.21578522763012,3.111
